"Título de trazado: WL_04"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 20968507, SEN S/N: 20968507)","Temp, °F (LGR S/N: 20968507, SEN S/N: 20968507)","Acoplador separado (LGR S/N: 20968507)","Acoplador adjunto (LGR S/N: 20968507)","Host conectado (LGR S/N: 20968507)","Parado (LGR S/N: 20968507)","Final de archivo (LGR S/N: 20968507)"
3427,02/03/22 05:45:00 AM,9.2231,42.915,,,,,
3428,02/03/22 06:00:00 AM,9.2267,42.915,,,,,
3429,02/03/22 06:15:00 AM,9.2248,42.915,,,,,
3430,02/03/22 06:30:00 AM,9.2302,42.915,,,,,
3431,02/03/22 06:45:00 AM,9.2319,42.915,,,,,
3432,02/03/22 07:00:00 AM,9.2317,42.732,,,,,
3433,02/03/22 07:15:00 AM,9.2334,42.732,,,,,
3434,02/03/22 07:30:00 AM,9.2351,42.732,,,,,
3435,02/03/22 07:45:00 AM,9.2388,42.732,,,,,
3436,02/03/22 08:00:00 AM,9.2388,42.732,,,,,
3437,02/03/22 08:15:00 AM,9.2390,42.915,,,,,
3438,02/03/22 08:30:00 AM,9.2408,42.915,,,,,
3439,02/03/22 08:45:00 AM,9.2444,42.915,,,,,
3440,02/03/22 09:00:00 AM,9.2447,43.099,,,,,
3441,02/03/22 09:15:00 AM,9.2501,43.099,,,,,
3442,02/03/22 09:30:00 AM,9.2466,43.099,,,,,
3443,02/03/22 09:45:00 AM,9.2522,43.282,,,,,
3444,02/03/22 10:00:00 AM,9.2505,43.282,,,,,
3445,02/03/22 10:15:00 AM,9.2525,43.466,,,,,
3446,02/03/22 10:30:00 AM,9.2530,43.648,,,,,
3447,02/03/22 10:45:00 AM,9.2498,43.831,,,,,
3448,02/03/22 11:00:00 AM,9.2520,44.013,,,,,
3449,02/03/22 11:15:00 AM,9.2520,44.013,,,,,
3450,02/03/22 11:30:00 AM,9.2527,44.379,,,,,
3451,02/03/22 11:45:00 AM,9.2512,44.560,,,,,
3452,02/03/22 12:00:00 PM,9.2517,44.742,,,,,
3453,02/03/22 12:15:00 PM,9.2520,44.922,,,,,
3454,02/03/22 12:30:00 PM,9.2492,45.286,,,,,
3455,02/03/22 12:45:00 PM,9.2463,45.648,,,,,
3456,02/03/22 01:00:00 PM,9.2470,46.008,,,,,
3457,02/03/22 01:15:00 PM,9.2478,46.369,,,,,
3458,02/03/22 01:30:00 PM,9.2470,46.908,,,,,
3459,02/03/22 01:45:00 PM,9.2460,47.266,,,,,
3460,02/03/22 02:00:00 PM,9.2446,47.446,,,,,
3461,02/03/22 02:15:00 PM,9.2414,47.624,,,,,
3462,02/03/22 02:30:00 PM,9.2402,47.982,,,,,
3463,02/03/22 02:45:00 PM,9.2406,48.160,,,,,
3464,02/03/22 03:00:00 PM,9.2357,48.339,,,,,
3465,02/03/22 03:15:00 PM,9.2360,48.517,,,,,
3466,02/03/22 03:30:00 PM,9.2328,48.695,,,,,
3467,02/03/22 03:45:00 PM,9.2314,48.871,,,,,
3468,02/03/22 04:00:00 PM,9.2331,48.871,,,,,
3469,02/03/22 04:15:00 PM,9.2296,48.871,,,,,
3470,02/03/22 04:30:00 PM,9.2279,48.871,,,,,
3471,02/03/22 04:45:00 PM,9.2296,48.871,,,,,
3472,02/03/22 05:00:00 PM,9.2296,48.871,,,,,
3473,02/03/22 05:15:00 PM,9.2274,48.695,,,,,
3474,02/03/22 05:30:00 PM,9.2289,48.517,,,,,
3475,02/03/22 05:45:00 PM,9.2321,48.339,,,,,
3476,02/03/22 06:00:00 PM,9.2335,48.160,,,,,
3477,02/03/22 06:15:00 PM,9.2367,47.982,,,,,
3478,02/03/22 06:30:00 PM,9.2364,47.802,,,,,
3479,02/03/22 06:45:00 PM,9.2392,47.446,,,,,
3480,02/03/22 07:00:00 PM,9.2372,47.266,,,,,
3481,02/03/22 07:15:00 PM,9.2421,47.088,,,,,
3482,02/03/22 07:30:00 PM,9.2435,46.908,,,,,
3483,02/03/22 07:45:00 PM,9.2467,46.728,,,,,
3484,02/03/22 08:00:00 PM,9.2485,46.728,,,,,
3485,02/03/22 08:15:00 PM,9.2463,46.548,,,,,
3486,02/03/22 08:30:00 PM,9.2495,46.369,,,,,
3487,02/03/22 08:45:00 PM,9.2527,46.188,,,,,
3488,02/03/22 09:00:00 PM,9.2563,46.188,,,,,
3489,02/03/22 09:15:00 PM,9.2541,46.008,,,,,
3490,02/03/22 09:30:00 PM,9.2541,46.008,,,,,
3491,02/03/22 09:45:00 PM,9.2573,45.828,,,,,
3492,02/03/22 10:00:00 PM,9.2591,45.828,,,,,
3493,02/03/22 10:15:00 PM,9.2588,45.648,,,,,
3494,02/03/22 10:30:00 PM,9.2588,45.648,,,,,
3495,02/03/22 10:45:00 PM,9.2602,45.466,,,,,
3496,02/03/22 11:00:00 PM,9.2602,45.466,,,,,
3497,02/03/22 11:15:00 PM,9.2566,45.466,,,,,
3498,02/03/22 11:30:00 PM,9.2563,45.286,,,,,
3499,02/03/22 11:45:00 PM,9.2580,45.286,,,,,
3500,02/04/22 12:00:00 AM,9.2559,45.104,,,,,
3501,02/04/22 12:15:00 AM,9.2559,45.104,,,,,
3502,02/04/22 12:30:00 AM,9.2524,45.104,,,,,
3503,02/04/22 12:45:00 AM,9.2524,45.104,,,,,
3504,02/04/22 01:00:00 AM,9.2502,44.922,,,,,
3505,02/04/22 01:15:00 AM,9.2449,44.922,,,,,
3506,02/04/22 01:30:00 AM,9.2466,44.922,,,,,
3507,02/04/22 01:45:00 AM,9.2414,44.922,,,,,
3508,02/04/22 02:00:00 AM,9.2409,44.742,,,,,
3509,02/04/22 02:15:00 AM,9.2375,44.742,,,,,
3510,02/04/22 02:30:00 AM,9.2375,44.742,,,,,
3511,02/04/22 02:45:00 AM,9.2356,44.742,,,,,
3512,02/04/22 03:00:00 AM,9.2353,44.560,,,,,
3513,02/04/22 03:15:00 AM,9.2370,44.560,,,,,
3514,02/04/22 03:30:00 AM,9.2370,44.560,,,,,
3515,02/04/22 03:45:00 AM,9.2335,44.560,,,,,
3516,02/04/22 04:00:00 AM,9.2331,44.379,,,,,
3517,02/04/22 04:15:00 AM,9.2331,44.379,,,,,
3518,02/04/22 04:30:00 AM,9.2367,44.379,,,,,
3519,02/04/22 04:45:00 AM,9.2346,44.195,,,,,
3520,02/04/22 05:00:00 AM,9.2380,44.195,,,,,
3521,02/04/22 05:15:00 AM,9.2380,44.195,,,,,
3522,02/04/22 05:30:00 AM,9.2399,44.195,,,,,
3523,02/04/22 05:45:00 AM,9.2377,44.013,,,,,
3524,02/04/22 06:00:00 AM,9.2395,44.013,,,,,
3525,02/04/22 06:15:00 AM,9.2395,44.013,,,,,
3526,02/04/22 06:30:00 AM,9.2427,43.831,,,,,
3527,02/04/22 06:45:00 AM,9.2427,43.831,,,,,
3528,02/04/22 07:00:00 AM,9.2480,43.831,,,,,
3529,02/04/22 07:15:00 AM,9.2480,43.831,,,,,
3530,02/04/22 07:30:00 AM,9.2498,43.831,,,,,
3531,02/04/22 07:45:00 AM,9.2547,43.648,,,,,
3532,02/04/22 08:00:00 AM,9.2547,43.648,,,,,
3533,02/04/22 08:15:00 AM,9.2565,43.648,,,,,
3534,02/04/22 08:30:00 AM,9.2569,43.831,,,,,
3535,02/04/22 08:45:00 AM,9.2604,43.831,,,,,
3536,02/04/22 09:00:00 AM,9.2623,43.831,,,,,
3537,02/04/22 09:15:00 AM,9.2623,43.831,,,,,
3538,02/04/22 09:30:00 AM,9.2662,44.013,,,,,
3539,02/04/22 09:45:00 AM,9.2679,44.013,,,,,
3540,02/04/22 10:00:00 AM,9.2682,44.195,,,,,
3541,02/04/22 10:15:00 AM,9.2665,44.195,,,,,
3542,02/04/22 10:30:00 AM,9.2633,44.379,,,,,
3543,02/04/22 10:45:00 AM,9.2654,44.560,,,,,
3544,02/04/22 11:00:00 AM,9.2659,44.742,,,,,
3545,02/04/22 11:15:00 AM,9.2644,44.922,,,,,
3546,02/04/22 11:30:00 AM,9.2647,45.104,,,,,
3547,02/04/22 11:45:00 AM,9.2637,45.466,,,,,
3548,02/04/22 12:00:00 PM,9.2627,45.828,,,,,
3549,02/04/22 12:15:00 PM,9.2630,46.008,,,,,
3550,02/04/22 12:30:00 PM,9.2637,46.369,,,,,
3551,02/04/22 12:45:00 PM,9.2591,46.728,,,,,
3552,02/04/22 01:00:00 PM,9.2578,46.908,,,,,
3553,02/04/22 01:15:00 PM,9.2549,47.266,,,,,
3554,02/04/22 01:30:00 PM,9.2524,47.802,,,,,
3555,02/04/22 01:45:00 PM,9.2517,48.339,,,,,
3556,02/04/22 02:00:00 PM,9.2488,48.695,,,,,
3557,02/04/22 02:15:00 PM,9.2478,49.050,,,,,
3558,02/04/22 02:30:00 PM,9.2463,49.228,,,,,
3559,02/04/22 02:45:00 PM,9.2431,49.404,,,,,
3560,02/04/22 03:00:00 PM,9.2395,49.404,,,,,
3561,02/04/22 03:15:00 PM,9.2412,49.404,,,,,
3562,02/04/22 03:30:00 PM,9.2395,49.404,,,,,
3563,02/04/22 03:45:00 PM,9.2409,49.228,,,,,
3564,02/04/22 04:00:00 PM,9.2392,49.228,,,,,
3565,02/04/22 04:15:00 PM,9.2424,49.050,,,,,
3566,02/04/22 04:30:00 PM,9.2419,48.871,,,,,
3567,02/04/22 04:45:00 PM,9.2382,48.695,,,,,
3568,02/04/22 05:00:00 PM,9.2399,48.695,,,,,
3569,02/04/22 05:15:00 PM,9.2395,48.517,,,,,
3570,02/04/22 05:30:00 PM,9.2395,48.517,,,,,
3571,02/04/22 05:45:00 PM,9.2392,48.339,,,,,
3572,02/04/22 06:00:00 PM,9.2406,48.160,,,,,
3573,02/04/22 06:15:00 PM,9.2421,47.982,,,,,
3574,02/04/22 06:30:00 PM,9.2453,47.802,,,,,
3575,02/04/22 06:45:00 PM,9.2467,47.624,,,,,
3576,02/04/22 07:00:00 PM,9.2480,47.446,,,,,
3577,02/04/22 07:15:00 PM,9.2512,47.266,,,,,
3578,02/04/22 07:30:00 PM,9.2544,47.088,,,,,
3579,02/04/22 07:45:00 PM,9.2541,46.908,,,,,
3580,02/04/22 08:00:00 PM,9.2538,46.728,,,,,
3581,02/04/22 08:15:00 PM,9.2551,46.548,,,,,
3582,02/04/22 08:30:00 PM,9.2566,46.369,,,,,
3583,02/04/22 08:45:00 PM,9.2598,46.188,,,,,
3584,02/04/22 09:00:00 PM,9.2595,46.008,,,,,
3585,02/04/22 09:15:00 PM,9.2608,45.828,,,,,
3586,02/04/22 09:30:00 PM,9.2640,45.648,,,,,
3587,02/04/22 09:45:00 PM,9.2654,45.466,,,,,
3588,02/04/22 10:00:00 PM,9.2634,45.286,,,,,
3589,02/04/22 10:15:00 PM,9.2683,45.104,,,,,
3590,02/04/22 10:30:00 PM,9.2627,44.922,,,,,
3591,02/04/22 10:45:00 PM,9.2662,44.922,,,,,
3592,02/04/22 11:00:00 PM,9.2659,44.742,,,,,
3593,02/04/22 11:15:00 PM,9.2637,44.560,,,,,
3594,02/04/22 11:30:00 PM,9.2650,44.379,,,,,
3595,02/04/22 11:45:00 PM,9.2650,44.379,,,,,
3596,02/05/22 12:00:00 AM,9.2611,44.195,,,,,
3597,02/05/22 12:15:00 AM,9.2591,44.013,,,,,
3598,02/05/22 12:30:00 AM,9.2591,44.013,,,,,
3599,02/05/22 12:45:00 AM,9.2537,44.013,,,,,
3600,02/05/22 01:00:00 AM,9.2533,43.831,,,,,
3601,02/05/22 01:15:00 AM,9.2515,43.831,,,,,
3602,02/05/22 01:30:00 AM,9.2459,43.648,,,,,
3603,02/05/22 01:45:00 AM,9.2437,43.466,,,,,
3604,02/05/22 02:00:00 AM,9.2437,43.466,,,,,
3605,02/05/22 02:15:00 AM,9.2402,43.466,,,,,
3606,02/05/22 02:30:00 AM,9.2437,43.466,,,,,
3607,02/05/22 02:45:00 AM,9.2398,43.282,,,,,
3608,02/05/22 03:00:00 AM,9.2398,43.282,,,,,
3609,02/05/22 03:15:00 AM,9.2398,43.282,,,,,
3610,02/05/22 03:30:00 AM,9.2380,43.282,,,,,
3611,02/05/22 03:45:00 AM,9.2398,43.282,,,,,
3612,02/05/22 04:00:00 AM,9.2415,43.282,,,,,
3613,02/05/22 04:15:00 AM,9.2430,43.099,,,,,
3614,02/05/22 04:30:00 AM,9.2412,43.099,,,,,
3615,02/05/22 04:45:00 AM,9.2430,43.099,,,,,
3616,02/05/22 05:00:00 AM,9.2430,43.099,,,,,
3617,02/05/22 05:15:00 AM,9.2430,43.099,,,,,
3618,02/05/22 05:30:00 AM,9.2447,43.099,,,,,
3619,02/05/22 05:45:00 AM,9.2447,43.099,,,,,
3620,02/05/22 06:00:00 AM,9.2447,43.099,,,,,
3621,02/05/22 06:15:00 AM,9.2444,42.915,,,,,
3622,02/05/22 06:30:00 AM,9.2444,42.915,,,,,
3623,02/05/22 06:45:00 AM,9.2462,42.915,,,,,
3624,02/05/22 07:00:00 AM,9.2462,42.915,,,,,
3625,02/05/22 07:15:00 AM,9.2479,42.915,,,,,
3626,02/05/22 07:30:00 AM,9.2479,42.915,,,,,
3627,02/05/22 07:45:00 AM,9.2479,42.915,,,,,
3628,02/05/22 08:00:00 AM,9.2533,42.915,,,,,
3629,02/05/22 08:15:00 AM,9.2572,43.099,,,,,
3630,02/05/22 08:30:00 AM,9.2572,43.099,,,,,
3631,02/05/22 08:45:00 AM,9.2611,43.282,,,,,
3632,02/05/22 09:00:00 AM,9.2611,43.282,,,,,
3633,02/05/22 09:15:00 AM,9.2615,43.466,,,,,
3634,02/05/22 09:30:00 AM,9.2618,43.648,,,,,
3635,02/05/22 09:45:00 AM,9.2586,43.831,,,,,
3636,02/05/22 10:00:00 AM,9.2640,43.831,,,,,
3637,02/05/22 10:15:00 AM,9.2625,44.013,,,,,
3638,02/05/22 10:30:00 AM,9.2633,44.379,,,,,
3639,02/05/22 10:45:00 AM,9.2620,44.560,,,,,
3640,02/05/22 11:00:00 AM,9.2605,44.742,,,,,
3641,02/05/22 11:15:00 AM,9.2573,44.922,,,,,
3642,02/05/22 11:30:00 AM,9.2541,45.104,,,,,
3643,02/05/22 11:45:00 AM,9.2563,45.286,,,,,
3644,02/05/22 12:00:00 PM,9.2549,45.466,,,,,
3645,02/05/22 12:15:00 PM,9.2512,45.466,,,,,
3646,02/05/22 12:30:00 PM,9.2517,45.648,,,,,
3647,02/05/22 12:45:00 PM,9.2538,45.828,,,,,
3648,02/05/22 01:00:00 PM,9.2531,45.466,,,,,
3649,02/05/22 01:15:00 PM,9.2520,45.828,,,,,
3650,02/05/22 01:30:00 PM,9.2475,46.188,,,,,
3651,02/05/22 01:45:00 PM,9.2460,46.369,,,,,
3652,02/05/22 02:00:00 PM,9.2424,46.369,,,,,
3653,02/05/22 02:15:00 PM,9.2389,46.369,,,,,
3654,02/05/22 02:30:00 PM,9.2375,46.548,,,,,
3655,02/05/22 02:45:00 PM,9.2357,46.548,,,,,
3656,02/05/22 03:00:00 PM,9.2325,46.728,,,,,
3657,02/05/22 03:15:00 PM,9.2306,46.728,,,,,
3658,02/05/22 03:30:00 PM,9.2293,46.908,,,,,
3659,02/05/22 03:45:00 PM,9.2332,47.088,,,,,
3660,02/05/22 04:00:00 PM,9.2279,47.088,,,,,
3661,02/05/22 04:15:00 PM,9.2261,47.088,,,,,
3662,02/05/22 04:30:00 PM,9.2279,47.088,,,,,
3663,02/05/22 04:45:00 PM,9.2360,46.728,,,,,
3664,02/05/22 05:00:00 PM,9.2364,46.908,,,,,
3665,02/05/22 05:15:00 PM,9.2306,46.728,,,,,
3666,02/05/22 05:30:00 PM,9.2338,46.548,,,,,
3667,02/05/22 05:45:00 PM,9.2338,46.548,,,,,
3668,02/05/22 06:00:00 PM,9.2321,46.548,,,,,
3669,02/05/22 06:15:00 PM,9.2372,46.369,,,,,
3670,02/05/22 06:30:00 PM,9.2353,46.369,,,,,
3671,02/05/22 06:45:00 PM,9.2353,46.369,,,,,
3672,02/05/22 07:00:00 PM,9.2385,46.188,,,,,
3673,02/05/22 07:15:00 PM,9.2385,46.188,,,,,
3674,02/05/22 07:30:00 PM,9.2382,46.008,,,,,
3675,02/05/22 07:45:00 PM,9.2417,46.008,,,,,
3676,02/05/22 08:00:00 PM,9.2417,46.008,,,,,
3677,02/05/22 08:15:00 PM,9.2414,45.828,,,,,
3678,02/05/22 08:30:00 PM,9.2449,45.828,,,,,
3679,02/05/22 08:45:00 PM,9.2485,45.828,,,,,
3680,02/05/22 09:00:00 PM,9.2499,45.648,,,,,
3681,02/05/22 09:15:00 PM,9.2534,45.648,,,,,
3682,02/05/22 09:30:00 PM,9.2551,45.648,,,,,
3683,02/05/22 09:45:00 PM,9.2551,45.648,,,,,
3684,02/05/22 10:00:00 PM,9.2570,45.648,,,,,
3685,02/05/22 10:15:00 PM,9.2566,45.466,,,,,
3686,02/05/22 10:30:00 PM,9.2583,45.466,,,,,
3687,02/05/22 10:45:00 PM,9.2566,45.466,,,,,
3688,02/05/22 11:00:00 PM,9.2566,45.466,,,,,
3689,02/05/22 11:15:00 PM,9.2566,45.466,,,,,
3690,02/05/22 11:30:00 PM,9.2544,45.286,,,,,
3691,02/05/22 11:45:00 PM,9.2544,45.286,,,,,
3692,02/06/22 12:00:00 AM,9.2544,45.286,,,,,
3693,02/06/22 12:15:00 AM,9.2509,45.286,,,,,
3694,02/06/22 12:30:00 AM,9.2509,45.286,,,,,
3695,02/06/22 12:45:00 AM,9.2505,45.104,,,,,
3696,02/06/22 01:00:00 AM,9.2453,45.104,,,,,
3697,02/06/22 01:15:00 AM,9.2453,45.104,,,,,
3698,02/06/22 01:30:00 AM,9.2414,44.922,,,,,
3699,02/06/22 01:45:00 AM,9.2395,44.922,,,,,
3700,02/06/22 02:00:00 AM,9.2427,44.742,,,,,
3701,02/06/22 02:15:00 AM,9.2409,44.742,,,,,
3702,02/06/22 02:30:00 AM,9.2370,44.560,,,,,
3703,02/06/22 02:45:00 AM,9.2370,44.560,,,,,
3704,02/06/22 03:00:00 AM,9.2335,44.560,,,,,
3705,02/06/22 03:15:00 AM,9.2314,44.379,,,,,
3706,02/06/22 03:30:00 AM,9.2296,44.379,,,,,
3707,02/06/22 03:45:00 AM,9.2279,44.379,,,,,
3708,02/06/22 04:00:00 AM,9.2292,44.195,,,,,
3709,02/06/22 04:15:00 AM,9.2274,44.195,,,,,
3710,02/06/22 04:30:00 AM,9.2292,44.195,,,,,
3711,02/06/22 04:45:00 AM,9.2292,44.195,,,,,
3712,02/06/22 05:00:00 AM,9.2324,44.013,,,,,
3713,02/06/22 05:15:00 AM,9.2341,44.013,,,,,
3714,02/06/22 05:30:00 AM,9.2360,44.013,,,,,
3715,02/06/22 05:45:00 AM,9.2360,44.013,,,,,
3716,02/06/22 06:00:00 AM,9.2377,44.013,,,,,
3717,02/06/22 06:15:00 AM,9.2395,44.013,,,,,
3718,02/06/22 06:30:00 AM,9.2412,44.013,,,,,
3719,02/06/22 06:45:00 AM,9.2395,44.013,,,,,
3720,02/06/22 07:00:00 AM,9.2412,44.013,,,,,
3721,02/06/22 07:15:00 AM,9.2431,44.013,,,,,
3722,02/06/22 07:30:00 AM,9.2431,44.013,,,,,
3723,02/06/22 07:45:00 AM,9.2451,44.195,,,,,
3724,02/06/22 08:00:00 AM,9.2488,44.195,,,,,
3725,02/06/22 08:15:00 AM,9.2522,44.195,,,,,
3726,02/06/22 08:30:00 AM,9.2522,44.195,,,,,
3727,02/06/22 08:45:00 AM,9.2544,44.379,,,,,
3728,02/06/22 09:00:00 AM,9.2562,44.379,,,,,
3729,02/06/22 09:15:00 AM,9.2544,44.379,,,,,
3730,02/06/22 09:30:00 AM,9.2583,44.560,,,,,
3731,02/06/22 09:45:00 AM,9.2566,44.560,,,,,
3732,02/06/22 10:00:00 AM,9.2551,44.742,,,,,
3733,02/06/22 10:15:00 AM,9.2569,44.742,,,,,
3734,02/06/22 10:30:00 AM,9.2556,44.922,,,,,
3735,02/06/22 10:45:00 AM,9.2573,44.922,,,,,
3736,02/06/22 11:00:00 AM,9.2559,45.104,,,,,
3737,02/06/22 11:15:00 AM,9.2559,45.104,,,,,
3738,02/06/22 11:30:00 AM,9.2544,45.286,,,,,
3739,02/06/22 11:45:00 AM,9.2544,45.286,,,,,
3740,02/06/22 12:00:00 PM,9.2531,45.466,,,,,
3741,02/06/22 12:15:00 PM,9.2512,45.466,,,,,
3742,02/06/22 12:30:00 PM,9.2499,45.648,,,,,
3743,02/06/22 12:45:00 PM,9.2485,45.828,,,,,
3744,02/06/22 01:00:00 PM,9.2485,45.828,,,,,
3745,02/06/22 01:15:00 PM,9.2435,46.008,,,,,
3746,02/06/22 01:30:00 PM,9.2453,46.008,,,,,
3747,02/06/22 01:45:00 PM,9.2435,46.008,,,,,
3748,02/06/22 02:00:00 PM,9.2385,46.188,,,,,
3749,02/06/22 02:15:00 PM,9.2350,46.188,,,,,
3750,02/06/22 02:30:00 PM,9.2350,46.188,,,,,
3751,02/06/22 02:45:00 PM,9.2350,46.188,,,,,
3752,02/06/22 03:00:00 PM,9.2367,46.188,,,,,
3753,02/06/22 03:15:00 PM,9.2350,46.188,,,,,
3754,02/06/22 03:30:00 PM,9.2328,46.008,,,,,
3755,02/06/22 03:45:00 PM,9.2293,46.008,,,,,
3756,02/06/22 04:00:00 PM,9.2293,46.008,,,,,
3757,02/06/22 04:15:00 PM,9.2311,46.008,,,,,
3758,02/06/22 04:30:00 PM,9.2293,46.008,,,,,
3759,02/06/22 04:45:00 PM,9.2314,46.188,,,,,
3760,02/06/22 05:00:00 PM,9.2296,46.188,,,,,
3761,02/06/22 05:15:00 PM,9.2279,46.188,,,,,
3762,02/06/22 05:30:00 PM,9.2314,46.188,,,,,
3763,02/06/22 05:45:00 PM,9.2296,46.188,,,,,
3764,02/06/22 06:00:00 PM,9.2296,46.188,,,,,
3765,02/06/22 06:15:00 PM,9.2314,46.188,,,,,
3766,02/06/22 06:30:00 PM,9.2350,46.188,,,,,
3767,02/06/22 06:45:00 PM,9.2346,46.008,,,,,
3768,02/06/22 07:00:00 PM,9.2382,46.008,,,,,
3769,02/06/22 07:15:00 PM,9.2399,46.008,,,,,
3770,02/06/22 07:30:00 PM,9.2396,45.828,,,,,
3771,02/06/22 07:45:00 PM,9.2431,45.828,,,,,
3772,02/06/22 08:00:00 PM,9.2446,45.648,,,,,
3773,02/06/22 08:15:00 PM,9.2463,45.648,,,,,
3774,02/06/22 08:30:00 PM,9.2495,45.466,,,,,
3775,02/06/22 08:45:00 PM,9.2495,45.466,,,,,
3776,02/06/22 09:00:00 PM,9.2492,45.286,,,,,
3777,02/06/22 09:15:00 PM,9.2488,45.104,,,,,
3778,02/06/22 09:30:00 PM,9.2505,45.104,,,,,
3779,02/06/22 09:45:00 PM,9.2502,44.922,,,,,
3780,02/06/22 10:00:00 PM,9.2520,44.922,,,,,
3781,02/06/22 10:15:00 PM,9.2517,44.742,,,,,
3782,02/06/22 10:30:00 PM,9.2551,44.742,,,,,
3783,02/06/22 10:45:00 PM,9.2566,44.560,,,,,
3784,02/06/22 11:00:00 PM,9.2583,44.560,,,,,
3785,02/06/22 11:15:00 PM,9.2566,44.560,,,,,
3786,02/06/22 11:30:00 PM,9.2583,44.560,,,,,
3787,02/06/22 11:45:00 PM,9.2566,44.560,,,,,
3788,02/07/22 12:00:00 AM,9.2566,44.560,,,,,
3789,02/07/22 12:15:00 AM,9.2512,44.560,,,,,
3790,02/07/22 12:30:00 AM,9.2495,44.560,,,,,
3791,02/07/22 12:45:00 AM,9.2478,44.560,,,,,
3792,02/07/22 01:00:00 AM,9.2473,44.379,,,,,
3793,02/07/22 01:15:00 AM,9.2456,44.379,,,,,
3794,02/07/22 01:30:00 AM,9.2456,44.379,,,,,
3795,02/07/22 01:45:00 AM,9.2385,44.379,,,,,
3796,02/07/22 02:00:00 AM,9.2385,44.379,,,,,
3797,02/07/22 02:15:00 AM,9.2348,44.379,,,,,
3798,02/07/22 02:30:00 AM,9.2348,44.379,,,,,
3799,02/07/22 02:45:00 AM,9.2367,44.379,,,,,
3800,02/07/22 03:00:00 AM,9.2309,44.195,,,,,
3801,02/07/22 03:15:00 AM,9.2309,44.195,,,,,
3802,02/07/22 03:30:00 AM,9.2346,44.195,,,,,
3803,02/07/22 03:45:00 AM,9.2328,44.195,,,,,
3804,02/07/22 04:00:00 AM,9.2292,44.195,,,,,
3805,02/07/22 04:15:00 AM,9.2309,44.195,,,,,
3806,02/07/22 04:30:00 AM,9.2289,44.013,,,,,
3807,02/07/22 04:45:00 AM,9.2324,44.013,,,,,
3808,02/07/22 05:00:00 AM,9.2324,44.013,,,,,
3809,02/07/22 05:15:00 AM,9.2360,44.013,,,,,
3810,02/07/22 05:30:00 AM,9.2360,44.013,,,,,
3811,02/07/22 05:45:00 AM,9.2360,44.013,,,,,
3812,02/07/22 06:00:00 AM,9.2373,43.831,,,,,
3813,02/07/22 06:15:00 AM,9.2392,43.831,,,,,
3814,02/07/22 06:30:00 AM,9.2409,43.831,,,,,
3815,02/07/22 06:45:00 AM,9.2444,43.831,,,,,
3816,02/07/22 07:00:00 AM,9.2463,43.831,,,,,
3817,02/07/22 07:15:00 AM,9.2498,43.831,,,,,
3818,02/07/22 07:30:00 AM,9.2498,43.831,,,,,
3819,02/07/22 07:45:00 AM,9.2480,43.831,,,,,
3820,02/07/22 08:00:00 AM,9.2533,43.831,,,,,
3821,02/07/22 08:15:00 AM,9.2537,44.013,,,,,
3822,02/07/22 08:30:00 AM,9.2537,44.013,,,,,
3823,02/07/22 08:45:00 AM,9.2572,44.013,,,,,
3824,02/07/22 09:00:00 AM,9.2559,44.195,,,,,
3825,02/07/22 09:15:00 AM,9.2576,44.195,,,,,
3826,02/07/22 09:30:00 AM,9.2611,44.195,,,,,
3827,02/07/22 09:45:00 AM,9.2615,44.379,,,,,
3828,02/07/22 10:00:00 AM,9.2615,44.379,,,,,
3829,02/07/22 10:15:00 AM,9.2633,44.379,,,,,
3830,02/07/22 10:30:00 AM,9.2620,44.560,,,,,
3831,02/07/22 10:45:00 AM,9.2620,44.560,,,,,
3832,02/07/22 11:00:00 AM,9.2583,44.560,,,,,
3833,02/07/22 11:15:00 AM,9.2551,44.742,,,,,
3834,02/07/22 11:30:00 AM,9.2569,44.742,,,,,
3835,02/07/22 11:45:00 AM,9.2573,44.922,,,,,
3836,02/07/22 12:00:00 PM,9.2556,44.922,,,,,
3837,02/07/22 12:15:00 PM,9.2537,44.922,,,,,
3838,02/07/22 12:30:00 PM,9.2505,45.104,,,,,
3839,02/07/22 12:45:00 PM,9.2505,45.104,,,,,
3840,02/07/22 01:00:00 PM,9.2509,45.286,,,,,
3841,02/07/22 01:15:00 PM,9.2473,45.286,,,,,
3842,02/07/22 01:30:00 PM,9.2456,45.286,,,,,
3843,02/07/22 01:45:00 PM,9.2441,45.466,,,,,
3844,02/07/22 02:00:00 PM,9.2424,45.466,,,,,
3845,02/07/22 02:15:00 PM,9.2389,45.466,,,,,
3846,02/07/22 02:30:00 PM,9.2353,45.466,,,,,
3847,02/07/22 02:45:00 PM,9.2357,45.648,,,,,
3848,02/07/22 03:00:00 PM,9.2338,45.648,,,,,
3849,02/07/22 03:15:00 PM,9.2357,45.648,,,,,
3850,02/07/22 03:30:00 PM,9.2321,45.648,,,,,
3851,02/07/22 03:45:00 PM,9.2306,45.828,,,,,
3852,02/07/22 04:00:00 PM,9.2325,45.828,,,,,
3853,02/07/22 04:15:00 PM,9.2289,45.828,,,,,
3854,02/07/22 04:30:00 PM,9.2293,46.008,,,,,
3855,02/07/22 04:45:00 PM,9.2328,46.008,,,,,
3856,02/07/22 05:00:00 PM,9.2293,46.008,,,,,
3857,02/07/22 05:15:00 PM,9.2325,45.828,,,,,
