"Título de trazado: LUXabajo_04"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensidad, lum/ft² (LGR S/N: 10801154, SEN S/N: 10801154)","Batería mala (LGR S/N: 10801154)","Acoplador adjunto (LGR S/N: 10801154)","Acoplador separado (LGR S/N: 10801154)","Host conectado (LGR S/N: 10801154)","Parado (LGR S/N: 10801154)","Final de archivo (LGR S/N: 10801154)"
12422,12/03/21 08:30:00 PM,46.548,0.0,,,,,,
12423,12/03/21 08:45:00 PM,46.369,0.0,,,,,,
12424,12/03/21 09:00:00 PM,46.369,0.0,,,,,,
12425,12/03/21 09:15:00 PM,46.369,0.0,,,,,,
12426,12/03/21 09:30:00 PM,46.188,0.0,,,,,,
12427,12/03/21 09:45:00 PM,46.188,0.0,,,,,,
12428,12/03/21 10:00:00 PM,46.188,0.0,,,,,,
12429,12/03/21 10:15:00 PM,46.008,0.0,,,,,,
12430,12/03/21 10:30:00 PM,46.008,0.0,,,,,,
12431,12/03/21 10:45:00 PM,46.008,0.0,,,,,,
12432,12/03/21 11:00:00 PM,45.828,0.0,,,,,,
12433,12/03/21 11:15:00 PM,45.828,0.0,,,,,,
12434,12/03/21 11:30:00 PM,45.828,0.0,,,,,,
12435,12/03/21 11:45:00 PM,45.648,0.0,,,,,,
12436,12/04/21 12:00:00 AM,45.648,0.0,,,,,,
12437,12/04/21 12:15:00 AM,45.648,0.0,,,,,,
12438,12/04/21 12:30:00 AM,45.466,0.0,,,,,,
12439,12/04/21 12:45:00 AM,45.466,0.0,,,,,,
12440,12/04/21 01:00:00 AM,45.286,0.0,,,,,,
12441,12/04/21 01:15:00 AM,45.286,0.0,,,,,,
12442,12/04/21 01:30:00 AM,45.286,0.0,,,,,,
12443,12/04/21 01:45:00 AM,45.286,0.0,,,,,,
12444,12/04/21 02:00:00 AM,45.104,0.0,,,,,,
12445,12/04/21 02:15:00 AM,45.104,0.0,,,,,,
12446,12/04/21 02:30:00 AM,45.104,0.0,,,,,,
12447,12/04/21 02:45:00 AM,45.104,0.0,,,,,,
12448,12/04/21 03:00:00 AM,45.104,0.0,,,,,,
12449,12/04/21 03:15:00 AM,45.104,0.0,,,,,,
12450,12/04/21 03:30:00 AM,45.104,0.0,,,,,,
12451,12/04/21 03:45:00 AM,45.104,0.0,,,,,,
12452,12/04/21 04:00:00 AM,44.922,0.0,,,,,,
12453,12/04/21 04:15:00 AM,44.922,0.0,,,,,,
12454,12/04/21 04:30:00 AM,44.922,0.0,,,,,,
12455,12/04/21 04:45:00 AM,44.922,0.0,,,,,,
12456,12/04/21 05:00:00 AM,44.922,0.0,,,,,,
12457,12/04/21 05:15:00 AM,44.922,0.0,,,,,,
12458,12/04/21 05:30:00 AM,44.922,0.0,,,,,,
12459,12/04/21 05:45:00 AM,44.922,0.0,,,,,,
12460,12/04/21 06:00:00 AM,44.922,0.0,,,,,,
12461,12/04/21 06:15:00 AM,44.922,0.0,,,,,,
12462,12/04/21 06:30:00 AM,44.922,0.0,,,,,,
12463,12/04/21 06:45:00 AM,44.922,0.0,,,,,,
12464,12/04/21 07:00:00 AM,44.922,1.0,,,,,,
12465,12/04/21 07:15:00 AM,44.922,1.0,,,,,,
12466,12/04/21 07:30:00 AM,44.922,2.0,,,,,,
12467,12/04/21 07:45:00 AM,44.922,2.0,,,,,,
12468,12/04/21 08:00:00 AM,44.922,2.0,,,,,,
12469,12/04/21 08:15:00 AM,44.922,2.0,,,,,,
12470,12/04/21 08:30:00 AM,45.104,7.0,,,,,,
12471,12/04/21 08:45:00 AM,45.104,11.0,,,,,,
12472,12/04/21 09:00:00 AM,45.286,12.0,,,,,,
12473,12/04/21 09:15:00 AM,45.466,16.0,,,,,,
12474,12/04/21 09:30:00 AM,45.648,12.0,,,,,,
12475,12/04/21 09:45:00 AM,45.828,13.0,,,,,,
12476,12/04/21 10:00:00 AM,46.008,15.0,,,,,,
12477,12/04/21 10:15:00 AM,46.008,14.0,,,,,,
12478,12/04/21 10:30:00 AM,46.188,12.0,,,,,,
12479,12/04/21 10:45:00 AM,46.369,13.0,,,,,,
12480,12/04/21 11:00:00 AM,46.369,17.0,,,,,,
12481,12/04/21 11:15:00 AM,46.548,20.0,,,,,,
12482,12/04/21 11:30:00 AM,46.728,11.0,,,,,,
12483,12/04/21 11:45:00 AM,46.908,21.0,,,,,,
12484,12/04/21 12:00:00 PM,47.088,16.0,,,,,,
12485,12/04/21 12:15:00 PM,47.088,18.0,,,,,,
12486,12/04/21 12:30:00 PM,47.266,38.0,,,,,,
12487,12/04/21 12:45:00 PM,47.446,14.0,,,,,,
12488,12/04/21 01:00:00 PM,47.446,12.0,,,,,,
12489,12/04/21 01:15:00 PM,47.624,25.0,,,,,,
12490,12/04/21 01:30:00 PM,47.624,9.0,,,,,,
12491,12/04/21 01:45:00 PM,47.802,28.0,,,,,,
12492,12/04/21 02:00:00 PM,47.802,17.0,,,,,,
12493,12/04/21 02:15:00 PM,47.802,13.0,,,,,,
12494,12/04/21 02:30:00 PM,47.982,17.0,,,,,,
12495,12/04/21 02:45:00 PM,47.982,13.0,,,,,,
12496,12/04/21 03:00:00 PM,48.517,26.0,,,,,,
12497,12/04/21 03:15:00 PM,48.339,2.0,,,,,,
12498,12/04/21 03:30:00 PM,48.339,7.0,,,,,,
12499,12/04/21 03:45:00 PM,48.517,5.0,,,,,,
12500,12/04/21 04:00:00 PM,48.339,5.0,,,,,,
12501,12/04/21 04:15:00 PM,48.160,5.0,,,,,,
12502,12/04/21 04:30:00 PM,47.982,4.0,,,,,,
12503,12/04/21 04:45:00 PM,47.802,2.0,,,,,,
12504,12/04/21 05:00:00 PM,47.624,3.0,,,,,,
12505,12/04/21 05:15:00 PM,47.446,2.0,,,,,,
12506,12/04/21 05:30:00 PM,47.266,0.0,,,,,,
12507,12/04/21 05:45:00 PM,47.088,0.0,,,,,,
12508,12/04/21 06:00:00 PM,46.908,0.0,,,,,,
12509,12/04/21 06:15:00 PM,46.908,0.0,,,,,,
12510,12/04/21 06:30:00 PM,46.728,0.0,,,,,,
12511,12/04/21 06:45:00 PM,46.548,0.0,,,,,,
12512,12/04/21 07:00:00 PM,46.548,0.0,,,,,,
12513,12/04/21 07:15:00 PM,46.369,0.0,,,,,,
12514,12/04/21 07:30:00 PM,46.369,0.0,,,,,,
12515,12/04/21 07:45:00 PM,46.188,0.0,,,,,,
12516,12/04/21 08:00:00 PM,46.188,0.0,,,,,,
12517,12/04/21 08:15:00 PM,46.008,0.0,,,,,,
12518,12/04/21 08:30:00 PM,46.008,0.0,,,,,,
12519,12/04/21 08:45:00 PM,45.828,0.0,,,,,,
12520,12/04/21 09:00:00 PM,45.828,0.0,,,,,,
12521,12/04/21 09:15:00 PM,45.828,0.0,,,,,,
12522,12/04/21 09:30:00 PM,45.828,0.0,,,,,,
12523,12/04/21 09:45:00 PM,45.828,0.0,,,,,,
12524,12/04/21 10:00:00 PM,45.648,0.0,,,,,,
12525,12/04/21 10:15:00 PM,45.648,0.0,,,,,,
12526,12/04/21 10:30:00 PM,45.648,0.0,,,,,,
12527,12/04/21 10:45:00 PM,45.648,0.0,,,,,,
12528,12/04/21 11:00:00 PM,45.648,0.0,,,,,,
12529,12/04/21 11:15:00 PM,45.648,0.0,,,,,,
12530,12/04/21 11:30:00 PM,45.648,0.0,,,,,,
12531,12/04/21 11:45:00 PM,45.648,0.0,,,,,,
12532,12/05/21 12:00:00 AM,45.648,0.0,,,,,,
12533,12/05/21 12:15:00 AM,45.648,0.0,,,,,,
12534,12/05/21 12:30:00 AM,45.648,0.0,,,,,,
12535,12/05/21 12:45:00 AM,45.648,0.0,,,,,,
12536,12/05/21 01:00:00 AM,45.648,0.0,,,,,,
12537,12/05/21 01:15:00 AM,45.648,0.0,,,,,,
12538,12/05/21 01:30:00 AM,45.648,0.0,,,,,,
12539,12/05/21 01:45:00 AM,45.648,0.0,,,,,,
12540,12/05/21 02:00:00 AM,45.648,0.0,,,,,,
12541,12/05/21 02:15:00 AM,45.648,0.0,,,,,,
12542,12/05/21 02:30:00 AM,45.466,0.0,,,,,,
12543,12/05/21 02:45:00 AM,45.466,0.0,,,,,,
12544,12/05/21 03:00:00 AM,45.466,0.0,,,,,,
12545,12/05/21 03:15:00 AM,45.286,0.0,,,,,,
12546,12/05/21 03:30:00 AM,45.286,0.0,,,,,,
12547,12/05/21 03:45:00 AM,45.286,0.0,,,,,,
12548,12/05/21 04:00:00 AM,45.104,0.0,,,,,,
12549,12/05/21 04:15:00 AM,45.104,0.0,,,,,,
12550,12/05/21 04:30:00 AM,44.922,0.0,,,,,,
12551,12/05/21 04:45:00 AM,44.922,0.0,,,,,,
12552,12/05/21 05:00:00 AM,44.922,0.0,,,,,,
12553,12/05/21 05:15:00 AM,44.922,0.0,,,,,,
12554,12/05/21 05:30:00 AM,44.922,0.0,,,,,,
12555,12/05/21 05:45:00 AM,44.922,0.0,,,,,,
12556,12/05/21 06:00:00 AM,44.922,0.0,,,,,,
12557,12/05/21 06:15:00 AM,44.742,0.0,,,,,,
12558,12/05/21 06:30:00 AM,44.742,0.0,,,,,,
12559,12/05/21 06:45:00 AM,44.742,0.0,,,,,,
12560,12/05/21 07:00:00 AM,44.742,0.0,,,,,,
12561,12/05/21 07:15:00 AM,44.742,1.0,,,,,,
12562,12/05/21 07:30:00 AM,44.922,1.0,,,,,,
12563,12/05/21 07:45:00 AM,44.922,3.0,,,,,,
12564,12/05/21 08:00:00 AM,44.922,7.0,,,,,,
12565,12/05/21 08:15:00 AM,45.104,11.0,,,,,,
12566,12/05/21 08:30:00 AM,45.286,20.0,,,,,,
12567,12/05/21 08:45:00 AM,45.466,7.0,,,,,,
12568,12/05/21 09:00:00 AM,45.648,17.0,,,,,,
12569,12/05/21 09:15:00 AM,46.008,16.0,,,,,,
12570,12/05/21 09:30:00 AM,46.188,15.0,,,,,,
12571,12/05/21 09:45:00 AM,46.369,15.0,,,,,,
12572,12/05/21 10:00:00 AM,46.548,20.0,,,,,,
12573,12/05/21 10:15:00 AM,46.908,26.0,,,,,,
12574,12/05/21 10:30:00 AM,47.088,18.0,,,,,,
12575,12/05/21 10:45:00 AM,47.446,16.0,,,,,,
12576,12/05/21 11:00:00 AM,47.802,26.0,,,,,,
12577,12/05/21 11:15:00 AM,47.982,21.0,,,,,,
12578,12/05/21 11:30:00 AM,48.339,13.0,,,,,,
12579,12/05/21 11:45:00 AM,48.517,22.0,,,,,,
12580,12/05/21 12:00:00 PM,48.695,24.0,,,,,,
12581,12/05/21 12:15:00 PM,48.871,21.0,,,,,,
12582,12/05/21 12:30:00 PM,49.228,12.0,,,,,,
12583,12/05/21 12:45:00 PM,49.404,20.0,,,,,,
12584,12/05/21 01:00:00 PM,49.404,10.0,,,,,,
12585,12/05/21 01:15:00 PM,49.759,136.0,,,,,,
12586,12/05/21 01:30:00 PM,50.290,68.0,,,,,,
12587,12/05/21 01:45:00 PM,50.466,24.0,,,,,,
12588,12/05/21 02:00:00 PM,50.466,27.0,,,,,,
12589,12/05/21 02:15:00 PM,50.466,18.0,,,,,,
12590,12/05/21 02:30:00 PM,50.643,18.0,,,,,,
12591,12/05/21 02:45:00 PM,50.819,11.0,,,,,,
12592,12/05/21 03:00:00 PM,50.819,15.0,,,,,,
12593,12/05/21 03:15:00 PM,50.643,17.0,,,,,,
12594,12/05/21 03:30:00 PM,50.819,84.0,,,,,,
12595,12/05/21 03:45:00 PM,50.819,14.0,,,,,,
12596,12/05/21 04:00:00 PM,50.643,5.0,,,,,,
12597,12/05/21 04:15:00 PM,50.290,5.0,,,,,,
12598,12/05/21 04:30:00 PM,50.113,1.0,,,,,,
12599,12/05/21 04:45:00 PM,49.759,1.0,,,,,,
12600,12/05/21 05:00:00 PM,49.404,0.0,,,,,,
12601,12/05/21 05:15:00 PM,49.228,0.0,,,,,,
12602,12/05/21 05:30:00 PM,49.050,0.0,,,,,,
12603,12/05/21 05:45:00 PM,48.695,0.0,,,,,,
12604,12/05/21 06:00:00 PM,48.517,0.0,,,,,,
12605,12/05/21 06:15:00 PM,48.339,0.0,,,,,,
12606,12/05/21 06:30:00 PM,48.160,0.0,,,,,,
12607,12/05/21 06:45:00 PM,47.982,0.0,,,,,,
12608,12/05/21 07:00:00 PM,47.802,0.0,,,,,,
12609,12/05/21 07:15:00 PM,47.624,0.0,,,,,,
12610,12/05/21 07:30:00 PM,47.446,0.0,,,,,,
12611,12/05/21 07:45:00 PM,47.446,0.0,,,,,,
12612,12/05/21 08:00:00 PM,47.266,0.0,,,,,,
12613,12/05/21 08:15:00 PM,47.088,0.0,,,,,,
12614,12/05/21 08:30:00 PM,47.088,0.0,,,,,,
12615,12/05/21 08:45:00 PM,46.908,0.0,,,,,,
12616,12/05/21 09:00:00 PM,46.728,0.0,,,,,,
12617,12/05/21 09:15:00 PM,46.728,0.0,,,,,,
12618,12/05/21 09:30:00 PM,46.728,0.0,,,,,,
12619,12/05/21 09:45:00 PM,46.548,0.0,,,,,,
12620,12/05/21 10:00:00 PM,46.548,0.0,,,,,,
12621,12/05/21 10:15:00 PM,46.548,0.0,,,,,,
12622,12/05/21 10:30:00 PM,46.548,0.0,,,,,,
12623,12/05/21 10:45:00 PM,46.369,0.0,,,,,,
12624,12/05/21 11:00:00 PM,46.369,0.0,,,,,,
12625,12/05/21 11:15:00 PM,46.369,0.0,,,,,,
12626,12/05/21 11:30:00 PM,46.369,0.0,,,,,,
12627,12/05/21 11:45:00 PM,46.188,0.0,,,,,,
12628,12/06/21 12:00:00 AM,46.188,0.0,,,,,,
12629,12/06/21 12:15:00 AM,46.188,0.0,,,,,,
12630,12/06/21 12:30:00 AM,46.188,0.0,,,,,,
12631,12/06/21 12:45:00 AM,46.008,0.0,,,,,,
12632,12/06/21 01:00:00 AM,46.008,0.0,,,,,,
12633,12/06/21 01:15:00 AM,46.008,0.0,,,,,,
12634,12/06/21 01:30:00 AM,46.008,0.0,,,,,,
12635,12/06/21 01:45:00 AM,46.008,0.0,,,,,,
12636,12/06/21 02:00:00 AM,46.008,0.0,,,,,,
12637,12/06/21 02:15:00 AM,46.008,0.0,,,,,,
12638,12/06/21 02:30:00 AM,45.828,0.0,,,,,,
12639,12/06/21 02:45:00 AM,45.828,0.0,,,,,,
12640,12/06/21 03:00:00 AM,45.828,0.0,,,,,,
12641,12/06/21 03:15:00 AM,45.828,0.0,,,,,,
12642,12/06/21 03:30:00 AM,45.828,0.0,,,,,,
12643,12/06/21 03:45:00 AM,45.828,0.0,,,,,,
12644,12/06/21 04:00:00 AM,45.648,0.0,,,,,,
12645,12/06/21 04:15:00 AM,45.648,0.0,,,,,,
12646,12/06/21 04:30:00 AM,45.648,0.0,,,,,,
12647,12/06/21 04:45:00 AM,45.648,0.0,,,,,,
12648,12/06/21 05:00:00 AM,45.648,0.0,,,,,,
12649,12/06/21 05:15:00 AM,45.648,0.0,,,,,,
12650,12/06/21 05:30:00 AM,45.648,0.0,,,,,,
12651,12/06/21 05:45:00 AM,45.648,0.0,,,,,,
12652,12/06/21 06:00:00 AM,45.648,0.0,,,,,,
12653,12/06/21 06:15:00 AM,45.648,0.0,,,,,,
12654,12/06/21 06:30:00 AM,45.648,0.0,,,,,,
12655,12/06/21 06:45:00 AM,45.648,0.0,,,,,,
12656,12/06/21 07:00:00 AM,45.466,1.0,,,,,,
12657,12/06/21 07:15:00 AM,45.648,1.0,,,,,,
12658,12/06/21 07:30:00 AM,45.648,2.0,,,,,,
12659,12/06/21 07:45:00 AM,45.648,5.0,,,,,,
12660,12/06/21 08:00:00 AM,45.648,7.0,,,,,,
12661,12/06/21 08:15:00 AM,45.828,7.0,,,,,,
12662,12/06/21 08:30:00 AM,45.828,7.0,,,,,,
12663,12/06/21 08:45:00 AM,46.008,4.0,,,,,,
12664,12/06/21 09:00:00 AM,46.188,14.0,,,,,,
12665,12/06/21 09:15:00 AM,46.188,7.0,,,,,,
12666,12/06/21 09:30:00 AM,46.369,4.0,,,,,,
12667,12/06/21 09:45:00 AM,46.369,8.0,,,,,,
12668,12/06/21 10:00:00 AM,46.548,27.0,,,,,,
12669,12/06/21 10:15:00 AM,46.728,16.0,,,,,,
12670,12/06/21 10:30:00 AM,46.908,7.0,,,,,,
12671,12/06/21 10:45:00 AM,47.088,14.0,,,,,,
12672,12/06/21 11:00:00 AM,47.266,7.0,,,,,,
12673,12/06/21 11:15:00 AM,47.266,19.0,,,,,,
12674,12/06/21 11:30:00 AM,47.624,18.0,,,,,,
12675,12/06/21 11:45:00 AM,47.624,13.0,,,,,,
12676,12/06/21 12:00:00 PM,47.624,16.0,,,,,,
12677,12/06/21 12:15:00 PM,47.802,19.0,,,,,,
12678,12/06/21 12:30:00 PM,48.160,22.0,,,,,,
12679,12/06/21 12:45:00 PM,48.339,43.0,,,,,,
12680,12/06/21 01:00:00 PM,48.695,30.0,,,,,,
12681,12/06/21 01:15:00 PM,49.228,18.0,,,,,,
12682,12/06/21 01:30:00 PM,49.404,24.0,,,,,,
12683,12/06/21 01:45:00 PM,49.582,12.0,,,,,,
12684,12/06/21 02:00:00 PM,49.582,14.0,,,,,,
12685,12/06/21 02:15:00 PM,50.113,27.0,,,,,,
12686,12/06/21 02:30:00 PM,49.759,10.0,,,,,,
12687,12/06/21 02:45:00 PM,49.937,15.0,,,,,,
12688,12/06/21 03:00:00 PM,49.759,13.0,,,,,,
12689,12/06/21 03:15:00 PM,49.582,15.0,,,,,,
12690,12/06/21 03:30:00 PM,49.582,8.0,,,,,,
12691,12/06/21 03:45:00 PM,49.404,4.0,,,,,,
12692,12/06/21 04:00:00 PM,49.228,7.0,,,,,,
12693,12/06/21 04:15:00 PM,49.050,2.0,,,,,,
12694,12/06/21 04:30:00 PM,48.871,5.0,,,,,,
12695,12/06/21 04:45:00 PM,48.695,2.0,,,,,,
12696,12/06/21 05:00:00 PM,48.695,1.0,,,,,,
12697,12/06/21 05:15:00 PM,48.517,1.0,,,,,,
12698,12/06/21 05:30:00 PM,48.339,0.0,,,,,,
12699,12/06/21 05:45:00 PM,48.160,0.0,,,,,,
12700,12/06/21 06:00:00 PM,47.982,0.0,,,,,,
12701,12/06/21 06:15:00 PM,47.802,0.0,,,,,,
12702,12/06/21 06:30:00 PM,47.624,0.0,,,,,,
12703,12/06/21 06:45:00 PM,47.446,0.0,,,,,,
12704,12/06/21 07:00:00 PM,47.446,0.0,,,,,,
12705,12/06/21 07:15:00 PM,47.266,0.0,,,,,,
12706,12/06/21 07:30:00 PM,47.088,0.0,,,,,,
12707,12/06/21 07:45:00 PM,47.088,0.0,,,,,,
12708,12/06/21 08:00:00 PM,46.908,0.0,,,,,,
12709,12/06/21 08:15:00 PM,46.908,0.0,,,,,,
12710,12/06/21 08:30:00 PM,46.728,0.0,,,,,,
12711,12/06/21 08:45:00 PM,46.728,0.0,,,,,,
12712,12/06/21 09:00:00 PM,46.548,0.0,,,,,,
12713,12/06/21 09:15:00 PM,46.369,0.0,,,,,,
12714,12/06/21 09:30:00 PM,46.369,0.0,,,,,,
12715,12/06/21 09:45:00 PM,46.188,0.0,,,,,,
12716,12/06/21 10:00:00 PM,46.188,0.0,,,,,,
12717,12/06/21 10:15:00 PM,46.008,0.0,,,,,,
12718,12/06/21 10:30:00 PM,46.008,0.0,,,,,,
12719,12/06/21 10:45:00 PM,46.008,0.0,,,,,,
12720,12/06/21 11:00:00 PM,45.828,0.0,,,,,,
12721,12/06/21 11:15:00 PM,45.828,0.0,,,,,,
12722,12/06/21 11:30:00 PM,45.828,0.0,,,,,,
12723,12/06/21 11:45:00 PM,45.828,0.0,,,,,,
12724,12/07/21 12:00:00 AM,45.648,0.0,,,,,,
12725,12/07/21 12:15:00 AM,45.648,0.0,,,,,,
12726,12/07/21 12:30:00 AM,45.648,0.0,,,,,,
12727,12/07/21 12:45:00 AM,45.466,0.0,,,,,,
12728,12/07/21 01:00:00 AM,45.466,0.0,,,,,,
12729,12/07/21 01:15:00 AM,45.466,0.0,,,,,,
12730,12/07/21 01:30:00 AM,45.286,0.0,,,,,,
12731,12/07/21 01:45:00 AM,45.286,0.0,,,,,,
12732,12/07/21 02:00:00 AM,45.286,0.0,,,,,,
12733,12/07/21 02:15:00 AM,45.286,0.0,,,,,,
12734,12/07/21 02:30:00 AM,45.104,0.0,,,,,,
12735,12/07/21 02:45:00 AM,45.104,0.0,,,,,,
12736,12/07/21 03:00:00 AM,45.104,0.0,,,,,,
12737,12/07/21 03:15:00 AM,45.104,0.0,,,,,,
12738,12/07/21 03:30:00 AM,45.104,0.0,,,,,,
12739,12/07/21 03:45:00 AM,45.104,0.0,,,,,,
12740,12/07/21 04:00:00 AM,44.922,0.0,,,,,,
12741,12/07/21 04:15:00 AM,44.922,0.0,,,,,,
12742,12/07/21 04:30:00 AM,44.922,0.0,,,,,,
12743,12/07/21 04:45:00 AM,44.922,0.0,,,,,,
12744,12/07/21 05:00:00 AM,44.922,0.0,,,,,,
12745,12/07/21 05:15:00 AM,44.922,0.0,,,,,,
12746,12/07/21 05:30:00 AM,44.742,0.0,,,,,,
12747,12/07/21 05:45:00 AM,44.742,0.0,,,,,,
12748,12/07/21 06:00:00 AM,44.742,0.0,,,,,,
12749,12/07/21 06:15:00 AM,44.742,0.0,,,,,,
12750,12/07/21 06:30:00 AM,44.742,0.0,,,,,,
12751,12/07/21 06:45:00 AM,44.742,0.0,,,,,,
12752,12/07/21 07:00:00 AM,44.742,0.0,,,,,,
12753,12/07/21 07:15:00 AM,44.742,0.0,,,,,,
12754,12/07/21 07:30:00 AM,44.742,1.0,,,,,,
12755,12/07/21 07:45:00 AM,44.742,2.0,,,,,,
12756,12/07/21 08:00:00 AM,44.742,4.0,,,,,,
12757,12/07/21 08:15:00 AM,44.922,5.0,,,,,,
12758,12/07/21 08:30:00 AM,44.922,5.0,,,,,,
12759,12/07/21 08:45:00 AM,45.104,3.0,,,,,,
12760,12/07/21 09:00:00 AM,45.286,10.0,,,,,,
12761,12/07/21 09:15:00 AM,45.286,6.0,,,,,,
12762,12/07/21 09:30:00 AM,45.466,4.0,,,,,,
12763,12/07/21 09:45:00 AM,45.466,7.0,,,,,,
12764,12/07/21 10:00:00 AM,45.648,7.0,,,,,,
12765,12/07/21 10:15:00 AM,45.828,7.0,,,,,,
12766,12/07/21 10:30:00 AM,46.008,6.0,,,,,,
12767,12/07/21 10:45:00 AM,46.008,8.0,,,,,,
12768,12/07/21 11:00:00 AM,46.188,4.0,,,,,,
12769,12/07/21 11:15:00 AM,46.188,2.0,,,,,,
12770,12/07/21 11:30:00 AM,46.188,10.0,,,,,,
12771,12/07/21 11:45:00 AM,46.188,4.0,,,,,,
12772,12/07/21 12:00:00 PM,46.188,3.0,,,,,,
12773,12/07/21 12:15:00 PM,46.188,2.0,,,,,,
12774,12/07/21 12:30:00 PM,46.188,1.0,,,,,,
12775,12/07/21 12:45:00 PM,46.188,5.0,,,,,,
12776,12/07/21 01:00:00 PM,46.188,3.0,,,,,,
12777,12/07/21 01:15:00 PM,46.188,2.0,,,,,,
12778,12/07/21 01:30:00 PM,46.369,6.0,,,,,,
12779,12/07/21 01:45:00 PM,46.548,11.0,,,,,,
12780,12/07/21 02:00:00 PM,46.728,7.0,,,,,,
12781,12/07/21 02:15:00 PM,46.908,10.0,,,,,,
12782,12/07/21 02:30:00 PM,47.088,7.0,,,,,,
12783,12/07/21 02:45:00 PM,47.088,6.0,,,,,,
12784,12/07/21 03:00:00 PM,47.266,8.0,,,,,,
12785,12/07/21 03:15:00 PM,47.266,4.0,,,,,,
12786,12/07/21 03:30:00 PM,47.266,2.0,,,,,,
12787,12/07/21 03:45:00 PM,47.088,2.0,,,,,,
12788,12/07/21 04:00:00 PM,47.088,2.0,,,,,,
12789,12/07/21 04:15:00 PM,47.088,4.0,,,,,,
12790,12/07/21 04:30:00 PM,47.088,4.0,,,,,,
12791,12/07/21 04:45:00 PM,47.088,4.0,,,,,,
12792,12/07/21 05:00:00 PM,47.088,2.0,,,,,,
12793,12/07/21 05:15:00 PM,46.908,0.0,,,,,,
12794,12/07/21 05:30:00 PM,46.908,0.0,,,,,,
12795,12/07/21 05:45:00 PM,46.728,0.0,,,,,,
12796,12/07/21 06:00:00 PM,46.728,0.0,,,,,,
12797,12/07/21 06:15:00 PM,46.728,0.0,,,,,,
12798,12/07/21 06:30:00 PM,46.548,0.0,,,,,,
12799,12/07/21 06:45:00 PM,46.548,0.0,,,,,,
12800,12/07/21 07:00:00 PM,46.369,0.0,,,,,,
12801,12/07/21 07:15:00 PM,46.369,0.0,,,,,,
12802,12/07/21 07:30:00 PM,46.188,0.0,,,,,,
12803,12/07/21 07:45:00 PM,46.188,0.0,,,,,,
12804,12/07/21 08:00:00 PM,46.008,0.0,,,,,,
12805,12/07/21 08:15:00 PM,46.008,0.0,,,,,,
12806,12/07/21 08:30:00 PM,46.008,0.0,,,,,,
12807,12/07/21 08:45:00 PM,46.008,0.0,,,,,,
12808,12/07/21 09:00:00 PM,45.828,0.0,,,,,,
12809,12/07/21 09:15:00 PM,45.828,0.0,,,,,,
12810,12/07/21 09:30:00 PM,45.828,0.0,,,,,,
12811,12/07/21 09:45:00 PM,45.648,0.0,,,,,,
12812,12/07/21 10:00:00 PM,45.648,0.0,,,,,,
12813,12/07/21 10:15:00 PM,45.648,0.0,,,,,,
12814,12/07/21 10:30:00 PM,45.648,0.0,,,,,,
12815,12/07/21 10:45:00 PM,45.648,0.0,,,,,,
12816,12/07/21 11:00:00 PM,45.648,0.0,,,,,,
12817,12/07/21 11:15:00 PM,45.648,0.0,,,,,,
12818,12/07/21 11:30:00 PM,45.466,0.0,,,,,,
12819,12/07/21 11:45:00 PM,45.466,0.0,,,,,,
12820,12/08/21 12:00:00 AM,45.466,0.0,,,,,,
12821,12/08/21 12:15:00 AM,45.466,0.0,,,,,,
12822,12/08/21 12:30:00 AM,45.466,0.0,,,,,,
12823,12/08/21 12:45:00 AM,45.286,0.0,,,,,,
12824,12/08/21 01:00:00 AM,45.286,0.0,,,,,,
12825,12/08/21 01:15:00 AM,45.286,0.0,,,,,,
12826,12/08/21 01:30:00 AM,45.286,0.0,,,,,,
12827,12/08/21 01:45:00 AM,45.286,0.0,,,,,,
12828,12/08/21 02:00:00 AM,45.104,0.0,,,,,,
12829,12/08/21 02:15:00 AM,45.104,0.0,,,,,,
12830,12/08/21 02:30:00 AM,45.104,0.0,,,,,,
12831,12/08/21 02:45:00 AM,45.104,0.0,,,,,,
12832,12/08/21 03:00:00 AM,45.104,0.0,,,,,,
12833,12/08/21 03:15:00 AM,45.104,0.0,,,,,,
12834,12/08/21 03:30:00 AM,45.104,0.0,,,,,,
12835,12/08/21 03:45:00 AM,45.104,0.0,,,,,,
12836,12/08/21 04:00:00 AM,45.104,0.0,,,,,,
12837,12/08/21 04:15:00 AM,45.104,0.0,,,,,,
12838,12/08/21 04:30:00 AM,45.104,0.0,,,,,,
12839,12/08/21 04:45:00 AM,45.104,0.0,,,,,,
12840,12/08/21 05:00:00 AM,45.104,0.0,,,,,,
12841,12/08/21 05:15:00 AM,45.104,0.0,,,,,,
12842,12/08/21 05:30:00 AM,45.104,0.0,,,,,,
12843,12/08/21 05:45:00 AM,45.104,0.0,,,,,,
12844,12/08/21 06:00:00 AM,44.922,0.0,,,,,,
12845,12/08/21 06:15:00 AM,44.922,0.0,,,,,,
12846,12/08/21 06:30:00 AM,44.922,0.0,,,,,,
12847,12/08/21 06:45:00 AM,45.104,0.0,,,,,,
12848,12/08/21 07:00:00 AM,45.104,0.0,,,,,,
12849,12/08/21 07:15:00 AM,45.104,1.0,,,,,,
12850,12/08/21 07:30:00 AM,45.104,2.0,,,,,,
12851,12/08/21 07:45:00 AM,45.104,2.0,,,,,,
