"","name","notes","catchment_ha","lat_fit","lon_fit","x_pred","ele_fit","ele_arcpro","dist_diff","slope_mid","slope_up","x","d","w","date","VaisalaType","EOS_no","DOC","TDN","Flux_ave","adjusted_ppm","Q_m3s","WaterTemp_c","AirTemp_c","Total_hPa","v_ms","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_percent","Flux_mol_m2_d_chamber","k_m.d_chamber","Sc_co2","k600_chamber","k600_eq1","k600_eq1_dummySlope","eD","k600_eq1_ulsethcorrection","k600_eq1_final","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molpers_eq1","flux_sum"
"7698","Colm","",175.355260485021,-0.345135411,-78.19934098,772.1,3914.252072,3917.619629,10,0.001,0.001,850,20,136,NA,"","",NA,NA,1.01785306704708,1257.84033302996,0.08249643,8.50528102710414,6.89110128388017,625.686709557775,0.303295698529412,418.53,0.616584941333524,0.617552782333524,0.00025805929549632,0.000776782797393976,0.0568221591531547,56.8221591531547,1.46634863596429e-05,4.41384757409532e-05,44.1384757409532,301.009423396281,0.0879425049928674,2.98363143935958,1127.54359886014,4.27479180376293,1.56166944053897,12.1224140034551,0.00297533080257353,11.9911377750235,1.56166944053897,1.51317796080848,0.0446009043268629,0.606572298845335,832.331541493996
"7833","Colm","",175.474160627675,-0.345182411,-78.19945321,785.6,3912.841318,3917.619629,10,0.001,0.001,860,20,75,NA,"","",NA,NA,0.634133380884451,1250.77531274465,0.08249643,8.51962838801712,6.8921604850214,625.687094721826,0.5499762,418.53,0.616585321490442,0.617553162490442,0.000258059454603395,0.000772420249950431,0.0567975016650936,56.7975016650936,1.46571323025295e-05,4.38715404327117e-05,43.8715404327117,299.318717517072,0.0547891241084166,1.87541448261663,1126.57617696645,2.68568190934162,2.65237066459564,20.5889508062289,0.005395266522,16.0161000707371,2.65237066459564,2.57012206593198,0.0750845949785238,0.563134462338929,832.894675956335
"7968","Colm","",176.127442105263,-0.345237411,-78.19956134,799.1,3911.738302,3917.619629,10,0.001,0.001,870,38,164,NA,"","",NA,NA,0.314802631578947,1222.57279602895,0.08249643,8.52993724696711,6.89289372471053,625.686230972368,0.132375529525032,418.53,0.616584468969728,0.617552309969728,0.0002580590977979,0.000755002654293825,0.0567797929348052,56.7797929348052,1.46525421379074e-05,4.28688943760317e-05,42.8688943760317,292.569671341372,0.0271989473684211,0.963942721542561,1125.88169929646,1.37992629031078,1.05600009012267,8.19717025117359,0.00129860394464056,9.3898223621144,1.05600009012267,1.02328564039619,0.0288733880696334,0.473523564341988,833.368199520677
"8103","Colm","",178.822823684211,-0.345311411,-78.19965679,812.6,3910.722947,3917.619629,10,0.065007229,0.001,880,42,92,NA,"","",NA,NA,0.241529605263158,1113.59484652566,0.08249643,8.52481325912994,6.89238132599342,625.680594589145,0.213500077639752,418.53,0.616578905859486,0.617546746859486,0.000258056769469371,0.000687696874791408,0.0567885941545201,56.7885941545201,1.46546811502226e-05,3.90533387238611e-05,39.0533387238611,266.490538576254,0.0208681578947368,0.855299429149079,1126.22682114798,1.22461257020333,70.0529926654295,13.2400864518988,0.136153465183109,89.2191031097251,89.2191031097251,86.4538070222715,2.10935683347383,19.4060828679592,852.774282388636
"8239","Colm","",181.538171052632,-0.345420411,-78.19970035,826.2,3909.609812,3915.863281,10,0.29658525,0.065007229,890,8,157,NA,"","",NA,NA,0.167713815789474,1003.80965295197,0.08249643,8.5196513158273,6.89186513173026,625.674916454934,0.656818710191083,418.53,0.61657330154102,0.61754114254102,0.000258054423893963,0.000619893759977667,0.0567974622717519,56.7974622717518,1.4656836405176e-05,3.52083924448259e-05,35.2083924448259,240.218226304226,0.0144904736842105,0.705079151002202,1126.57463179906,1.00970577845128,300.317161838929,14.7016829512622,1.91101489280733,206.334093166381,206.334093166381,199.93579677486,4.1089917317506,64.5111701884844,917.285452577121
"8376","Colm","",184.273484210526,-0.345541411,-78.19969287,839.7,3908.357122,3912.754883,10,0.325198703,0.21183237,900,11,182,NA,"","",NA,NA,0.0933552631578947,893.217215307895,0.08249643,8.51445141705921,6.89134514192105,625.669196569737,0.41207007992008,418.53,0.61656765601433,0.61753549701433,0.000258052061071678,0.000551593336996917,0.0568063973246022,56.8063973246022,1.46590079116702e-05,3.133403026305e-05,31.33403026305,213.752734508756,0.00806589473684211,0.483711179923826,1126.92513423127,0.692819495149087,255.658772860472,11.5305032816619,1.31458567079949,187.018597805883,187.018597805883,181.216444725855,3.02178826624122,54.9965464455901,972.281999022711
"8377","Colm","in waterfall",184.29345,-0.345541411,-78.19969287,839.7,3908.357122,3911.470215,10,0.428827084,0.267772448,910,35,163,NA,"","",NA,NA,0.0928125,892.4099712375,0.08249643,8.51441346159375,6.891341346375,625.66915481875,0.144603733567046,418.53,0.616567614806106,0.617535455806106,0.0002580520438248,0.000551094798354064,0.0568064625503462,56.8064625503462,1.46590237635738e-05,3.13057460243907e-05,31.3057460243907,213.559555733734,0.008019,0.481716452906476,1126.92769313902,0.689963340773879,240.58005481787,8.48258959386313,0.608318074504491,172.507125255857,172.507125255857,167.155163958428,2.78258558887727,45.3561450986996,1017.63814412141
"8378","Colm","",184.313415789474,-0.345541411,-78.19969287,839.7,3908.357122,3910.070313,10,0.369653917,0.428827084,920,27,102,NA,"","",NA,NA,0.0922697368421053,891.602727167105,0.08249643,8.51437550612829,6.89133755082895,625.669113067763,0.299551307189542,418.53,0.616567573597882,0.617535414597882,0.000258052026577922,0.000550596259777741,0.0568065277761825,56.8065277761825,1.46590396154989e-05,3.12774617245264e-05,31.2774617245264,213.366376958672,0.00797210526315789,0.479714933876138,1126.93025205397,0.687097450779566,350.352803189979,14.0983331366276,1.08626438078228,212.634183498923,212.634183498923,206.037273636403,3.42401438348295,34.9249467115261,1052.56309083294
"8461","Colm","",185.970576315789,-0.345614411,-78.19970309,848,3907.579946,3908.401367,10,0.194413348,0.342119891,930,19,164,NA,"","",NA,NA,0.0472203947368421,824.601469324342,0.08249643,8.51122520249507,6.89102252050658,625.665647735855,0.264751059050064,418.53,0.616564153315289,0.617531994315289,0.000258050595087048,0.000509217789867179,0.0568119418429767,56.8119418429767,1.46603554006309e-05,2.89296514633433e-05,28.9296514633433,197.332538487425,0.00407984210526316,0.285917545429893,1127.14266705056,0.409564740756943,146.551633769453,10.4477904575786,0.504931881207158,136.263769294499,136.263769294499,132.034983690829,1.88404627291984,30.8983588758853,1083.46144970882
"8570","Colm","",187.936164285714,-0.345702411,-78.199746,858.9,3906.23972,3906.325195,10,0.105669826,0.194413348,940,22,150,NA,"","",NA,NA,0.068531746031746,755.22130253254,0.08249643,8.51430280837302,6.89124297952381,625.661263261905,0.249989181818182,418.53,0.6165598258395,0.6175276668395,0.000258048783908606,0.000466370048900407,0.0568066527063246,56.8066527063246,1.46588876487856e-05,2.64929214005171e-05,26.4929214005171,180.729411639306,0.00592114285714286,0.500348653837202,1126.93515327522,0.716652979793712,87.6085440908955,10.7455853986508,0.259144033910621,103.196196941792,103.196196941792,99.9945450632635,1.1833388212677,17.7500823190154,1101.21153202784
"8680","Colm","",189.078985714286,-0.345782411,-78.19980392,869.9,3904.797578,3906.084717,10,0.012816114,0.105669826,950,28,165,NA,"","",NA,NA,0.411190476190476,759.471639195238,0.08249643,8.5462014652381,6.89399633714286,625.657502571429,0.178563701298701,418.53,0.616556114038,0.617523955038,0.000258047230408324,0.000468991930375036,0.056751867849005,56.751867849005,1.4644662318935e-05,2.66161680548938e-05,26.6161680548938,181.746546798011,0.0355268571428571,2.9676181030549,1124.78710316469,4.24592077123167,11.3145263854943,9.0726303693327,0.0224501138981609,34.4633225049089,34.4633225049089,33.39728712011,0.399815814323862,6.59696093634372,1107.80849296418
"8758","Colm","",189.88935,-0.345839411,-78.19984534,877.7,3903.69967,3906.084717,10,0.001,0.012816114,960,20,143,NA,"","",NA,NA,0.654166666666667,762.485514283333,0.08249643,8.56882051283333,6.895948718,625.6548359,0.288449055944056,418.53,0.6165534820333,0.6175213230333,0.000258046128835397,0.00047085106357397,0.056713059932041,56.713059932041,1.4634585569873e-05,2.67034045875358e-05,26.7034045875358,182.467788104009,0.05652,4.68314256078268,1123.26700980583,6.69524506363369,1.49344649175995,11.592835330679,0.00282968523881119,11.7002263360489,1.49344649175995,1.44734837993506,0.0174677856529436,0.249789334837094,1108.05828229902
"8840","Colm","",190.345075796178,-0.345902411,-78.19988335,885.9,3902.602311,3906.084717,10,0.018515554,0.001,970,10,161,NA,"","",NA,NA,0.915573248407643,771.148735055414,0.08249643,8.59361146496815,6.89725477707006,625.650597452229,0.512400186335404,418.53,0.61654929868535,0.61751713968535,0.00025804437797878,0.000476197561143395,0.0566705632694483,56.6705632694483,1.46235202485719e-05,2.69863840175338e-05,26.9863840175338,184.54095565785,0.0791055286624204,6.39864113531867,1121.60387532878,9.14008125500404,23.0055108774882,13.2960980525484,0.0930711322662887,52.5401527312399,52.5401527312399,50.9221718710719,0.629543873661726,10.1356563659538,1118.19393866497
"8928","Colm","",190.387702547771,-0.345975411,-78.19991239,894.7,3901.571235,3905.769775,10,0.103231595,0.018515554,980,25,112,NA,"","",NA,NA,1.20283439490446,786.637537957325,0.08249643,8.62135668789809,6.8978152866242,625.644431847134,0.294630107142857,418.53,0.616543213233121,0.617511054233121,0.000258041831034458,0.000485757375363374,0.0566230490123648,56.6230490123648,1.46111152459045e-05,2.7505063673318e-05,27.505063673318,188.247530803836,0.103924891719745,8.05997420454953,1119.74616397239,11.5023241299735,106.41661565744,13.3265028229615,0.298372483133658,113.751867977721,113.751867977721,110.258002560397,1.4216609987234,15.922603185702,1134.11654185067
"9016","Colm","turbulent, rock substrate",190.430329299363,-0.346052411,-78.19992794,903.5,3900.507303,3904.266602,10,0.194624898,0.103231595,990,24,121,NA,"","",NA,NA,1.49009554140127,802.126340859236,0.08249643,8.64910191082802,6.89837579617834,625.638266242038,0.284078615702479,418.53,0.616537127780892,0.617504968780892,0.000258039284090137,0.000495317001070613,0.0565755839371255,56.5755839371255,1.45987231761173e-05,2.80228485695557e-05,28.0228485695557,191.95410606456,0.12874425477707,9.59051342294513,1117.89226262725,13.6736234653249,177.187425859796,12.6196213645898,0.542382849445798,149.150089951842,149.150089951842,144.580953522762,1.94087284959245,23.4845614800687,1157.60110333074
"9104","Colm","syn 7",190.472956050955,-0.346131411,-78.19993661,912.3,3899.620365,3902.342041,10,0.174797247,0.194624898,1000,22,100,NA,"","",NA,NA,1.77735668789809,817.615143761146,0.08249643,8.67684713375796,6.89893630573248,625.632100636943,0.374983772727273,418.53,0.616531042328662,0.617498883328662,0.000258036737145815,0.000504876438265112,0.0565281679840727,56.5281679840727,1.45863440234406e-05,2.85397401134505e-05,28.5397401134505,195.660681440027,0.153563617834395,11.0054653966528,1116.04216342445,15.6761764498899,196.701233875687,15.4152758464484,0.643007546506953,158.182375447432,158.182375447432,153.349239139667,2.13974267381743,21.3974267381743,1178.99853006892
"9414","Colm","",191.648898,-0.346407411,-78.19996719,943.3,3898.615105,3898.999512,10,0.047688514,0.093168062,1030,22,380,NA,"","",NA,NA,0.1163,1009.591019456,0.08249643,8.69683,6.90036,625.6637,0.0986799401913876,418.53,0.6165622309,0.6175300719,0.000258049790498577,0.000623452814834258,0.0564940481181339,56.4940481181339,1.4578277281301e-05,3.52213733206326e-05,35.2213733206326,241.601751983479,0.01004832,0.486764193745685,1114.71202244741,0.692875399395828,18.8682739197127,4.69833413470657,0.0461648761485876,45.7290835562319,45.7290835562319,44.3345113575854,0.915201575811473,34.777659880836,1213.77618994975
"9738","Colm","",193.523320920502,-0.346673411,-78.19986186,975.6,3898.718332,3898.608398,10,0.001,0.001,1060,100,600,NA,"","",NA,NA,0.361757322175732,1112.46402557113,0.08249643,7.94646025104602,6.87374865495816,626.09081826569,0.013749405,418.53,0.616983796628236,0.617951637628236,0.000258226228402816,0.00068744896640418,0.0577929191801855,57.7929191801855,1.49236475482881e-05,3.97296825558988e-05,39.7296825558988,266.219651913827,0.0312558326359833,1.2600092125321,1166.03442847599,1.84014900307526,0.237270981075461,1.84180914919488,0.00013488166305,3.80855240184179,0.237270981075461,0.229517930761081,0.00569342982533375,0.341605789520025,1214.11779573927
"9834","Colm","",193.611709205021,-0.346747411,-78.19981624,985.2,3898.767249,3898.608398,10,0.001,0.001,1070,11,400,NA,"","",NA,NA,0.317573221757322,1030.4149520113,0.08249643,7.64460251046025,6.86570083658159,626.349689756904,0.187491886363636,418.53,0.617239302790064,0.618207143790064,0.000258333165396725,0.00063700988440148,0.0583258105147329,58.325810514733,1.50674912546006e-05,3.71541178136127e-05,37.1541178136127,246.584631680263,0.0274383263598326,1.24230498879137,1187.49754960583,1.8332541134735,0.737018529652964,5.72108508545031,0.00183929540522727,8.11766286825657,0.737018529652964,0.712285876675231,0.0157319921613844,0.629279686455374,1214.74707542573
"9930","Colm","",193.70009748954,-0.346824411,-78.19977775,994.8,3898.868493,3898.608398,10,0.001,0.001,1080,50,600,NA,"","",NA,NA,0.273389121338912,948.365878451464,0.08249643,7.34274476987448,6.85765301820502,626.608561248117,0.02749881,418.53,0.617494808951892,0.618462649951892,0.000258440102390635,0.000586528874311046,0.0588647783523654,58.8647783523653,1.52130193445873e-05,3.45258921835821e-05,34.5258921835821,226.949637028274,0.023620820083682,1.22306092317809,1209.44520324998,1.82379495453281,0.302416250484196,2.34749742460018,0.0002697633261,4.54601324567763,0.302416250484196,0.292000353478215,0.00563936569566628,0.338361941739977,1215.08543736747
"10026","Colm","",193.788485774059,-0.346906411,-78.1997534,1004.4,3898.964267,3898.608398,10,0.001,0.001,1090,48,50,NA,"","",NA,NA,0.229205020920502,866.316804891632,0.08249643,7.0408870292887,6.84960519982845,626.867432739331,0.343735125,418.53,0.617750315113719,0.618718156113719,0.000258547039384545,0.000536005936132879,0.0594099040304563,59.4099040304563,1.53602547971944e-05,3.18440612254093e-05,31.8440612254093,207.314667926118,0.0198033138075314,1.20137990541036,1231.88805247312,1.81033838296469,2.80079615727183,21.7410994134697,0.00337204157625,15.8825658283317,2.80079615727183,2.70184544514597,0.0445366973167401,0.222683486583701,1215.30812085405
"10113","Colm","",193.80899132948,-0.346984411,-78.19974562,1013.1,3898.99939,3898.608398,10,0.001,0.001,1100,11,138,NA,"","",NA,NA,0.464956647398844,898.480756974277,0.08249643,6.978,6.84774876100867,626.930085085838,0.543454743083004,418.53,0.617812152979722,0.618779993979722,0.000258572920386603,0.00055596191739144,0.0595242545835881,59.5242545835881,1.5391360341514e-05,3.30932187095878e-05,33.0932187095878,215.011655729532,0.0401722543352601,2.26938062094728,1236.62697373722,3.42718222673659,1.90028793993778,14.7509303414098,0.00533129102964427,13.7062753399913,1.90028793993778,1.83279984264331,0.0324439632314999,0.447726692594698,1215.75584754665
"10219","Colm","",193.8123,-0.347079411,-78.19974621,1023.7,3898.966843,3898.608398,10,0.001,0.001,1110,22,104,NA,"","",NA,NA,0.8525,976.41054745,0.08249643,6.978,6.8474642855,626.94388215,0.36056131993007,418.53,0.61782577068205,0.61879361168205,0.000258578619803558,0.000604196609141033,0.0595242545835881,59.5242545835881,1.53916995950598e-05,3.59643527810515e-05,35.9643527810515,233.660698475396,0.073656,3.58028686597185,1236.62697373722,5.40689181903534,1.91774839777189,14.8864666418972,0.00353710654851399,13.3646596968408,1.91774839777189,1.84964019809591,0.038052006314296,0.395740865668679,1216.15158841232
"10321","Colm","",193.815483815029,-0.347171411,-78.19974352,1033.9,3898.918119,3898.608398,10,0.001,0.001,1120,19,121,NA,"","",NA,NA,1.22541907514451,1051.39959111532,0.08249643,6.978,6.84719054491619,626.957158570231,0.3588361461505,418.53,0.617838874508818,0.618806715508818,0.000258584104148176,0.000650613127665384,0.0595242545835881,59.5242545835881,1.53920260465851e-05,3.87272614465788e-05,38.7272614465789,251.606002545526,0.105876208092486,4.53718191728693,1236.62697373722,6.85197938277347,1.76423526523451,13.6948253769295,0.00352018259373641,12.8499090135365,1.76423526523451,1.70157903365606,0.0397067473020581,0.480451642354903,1216.63204005467
"10423","Colm","",193.819086842105,-0.347261411,-78.19973326,1044.1,3898.852594,3898.608398,10,0.001,0.001,1130,7,60,NA,"","",NA,NA,1.44149122807018,1087.08756988947,0.08249643,6.978,6.84718128654971,626.957607602339,1.96420071428571,418.53,0.617839317703509,0.618807158703509,0.000258584289638449,0.000672697570385207,0.0595242545835881,59.5242545835881,1.53920370877553e-05,4.00418214373703e-05,40.0418214373703,260.146341962912,0.124544842105263,5.05257329390019,1236.62697373722,7.63031517600193,4.67154258324005,36.2627146044824,0.0192688090071429,22.7598191886758,4.67154258324005,4.50563429442394,0.11106291371578,0.666377482294677,1217.29841753696
"10524","Colm","",193.823605263158,-0.347352411,-78.19972582,1054.2,3898.76624,3898.608398,10,0.001,0.001,1140,10,60,NA,"","",NA,NA,1.29973684210526,1033.29602188421,0.08249643,6.978,6.84777192982456,626.928961403509,1.3749405,418.53,0.617811043905263,0.618778884905263,0.00025857245620567,0.000639381760198556,0.0595242545835881,59.5242545835881,1.539133271149e-05,3.80587226701615e-05,38.0587226701615,247.273731154872,0.112297263157895,4.9541329355802,1236.62697373722,7.48165212524977,4.12329707551114,32.0069746586904,0.013488166305,20.9553592515267,4.12329707551114,3.97685954446244,0.0901450261051951,0.540870156631171,1217.8392876936
"10626","Colm","",193.828168421053,-0.347443411,-78.19973663,1064.4,3898.651352,3898.608398,10,0.001,0.001,1150,13,83,NA,"","",NA,NA,1.15657894736842,978.971884294737,0.08249643,6.978,6.84836842105263,626.900031578947,0.764563762743281,418.53,0.617782490168421,0.618750331168421,0.000258560505610189,0.000605739177611942,0.0595242545835881,59.5242545835881,1.53906213612022e-05,3.60561730194265e-05,36.0561730194265,234.273666885988,0.0999284210526316,4.83550706534673,1236.62697373722,7.30250523805831,2.81799075068618,21.8745719490647,0.00750037051251158,16.8636262550583,2.81799075068618,2.71791074177792,0.0561671248366545,0.466187136144232,1218.30547482974
"10738","Colm","",193.833061670236,-0.347539411,-78.19976745,1075.6,3898.467636,3898.608398,10,0.001,0.001,1160,33,122,NA,"","",NA,NA,1.01480728051392,922.014967775589,0.08249643,6.97886509635974,6.84902569593148,626.86939143469,0.204909165424739,418.53,0.617752248346039,0.618720089346039,0.000258547848500268,0.000570469183240497,0.0595226796959864,59.5226796959864,1.53894607723678e-05,3.39558544704551e-05,33.9558544704551,220.643562323013,0.0876793490364026,4.72247602103986,1236.56163403208,7.13159277539357,1.44364067715433,11.2062191308894,0.00201015891281669,11.2338620186258,1.44364067715433,1.39237393481007,0.0258513626486387,0.315386624313392,1218.62086145405
"10829","Colm","",193.834464668094,-0.347618411,-78.19978878,1084.7,3898.298952,3898.608398,10,0.001,0.001,1170,48,87,NA,"","",NA,NA,1.23792291220557,934.817725370236,0.08249643,6.9985460385439,6.84961027837259,626.869196573876,0.197548922413793,418.53,0.617752056018415,0.618719897018415,0.000258547768005387,0.000578390326772061,0.0594868648838779,59.4868648838779,1.53801961413647e-05,3.44066272188316e-05,34.4066272188316,223.707337036462,0.106956539614561,5.62147147718261,1235.07628294008,8.4833865146845,1.71077411665458,13.2798347525612,0.00193795492887931,12.132548533809,1.71077411665458,1.65012006164709,0.0313958956224738,0.273144291915522,1218.89400574597
"10921","Colm","",193.835883083512,-0.347699411,-78.19978561,1093.9,3898.141116,3898.608398,10,0.001,0.001,1180,65,105,NA,"","",NA,NA,1.4634903640257,947.761172608779,0.08249643,7.01844325481799,6.85020128479657,626.868999571734,0.12087389010989,418.53,0.617751861577302,0.618719702577302,0.000258547686625948,0.000586398510830819,0.0594506835190051,59.4506835190051,1.53708366921702e-05,3.48617922834189e-05,34.8617922834189,226.804779606938,0.12644556745182,6.48739703191325,1233.57680241013,9.78338164638746,1.30143082156805,10.1023192273391,0.00118577286197802,10.2963863981943,1.30143082156805,1.25536593789356,0.0244682817462498,0.256916958335623,1219.1509227043
"11012","Colm","",193.83728608137,-0.347775411,-78.1997546,1103,3898.017583,3898.608398,10,0.001,0.001,1190,43,142,NA,"","",NA,NA,1.68660599571734,960.563930203426,0.08249643,7.03812419700214,6.85078586723769,626.868804710921,0.135107156894858,418.53,0.617751669249679,0.618719510249679,0.000258547606131068,0.000594319644458971,0.0594149221294679,59.4149221294679,1.53615858850378e-05,3.53114553955428e-05,35.3114553955428,229.868554326388,0.145722758029979,7.30444667586648,1232.09578679958,11.0080009805822,1.14960502348101,8.92377584738993,0.00132540120913855,9.78962788879865,1.14960502348101,1.10898070958426,0.0221240204458732,0.3141610903314,1219.46508379464
"11103","Colm","",193.838689079229,-0.347845411,-78.19971281,1112.1,3897.920924,3898.608398,10,0.001,0.001,1200,31,181,NA,"","",NA,NA,1.90972162740899,973.366687798073,0.08249643,7.0578051391863,6.8513704496788,626.868609850107,0.14702625200499,418.53,0.617751476922056,0.618719317922056,0.000258547525636188,0.000602240773162474,0.0593791872705014,59.3791872705014,1.5352341943076e-05,3.57605676515461e-05,35.7605676515461,232.932329048823,0.164999948608137,8.08497274408603,1230.61692254349,12.1759369539526,1.03869661036104,8.06285248844751,0.00144232753216895,9.38837511131899,1.03869661036104,1.00205170825514,0.020450097433629,0.370146763548686,1219.83523055818
"11211","Colm","syn 2",193.840533333333,-0.347931411,-78.1996683,1122.9,3897.811599,3898.608398,10,0.001,0.001,1210,17,91,NA,"","",NA,NA,2.12625272331155,986.981940878214,0.08249643,7.08008932461874,6.85202178649237,626.865654901961,0.533267162249515,418.53,0.617748560388235,0.618716401388235,0.000258546304979288,0.000610661914695344,0.0593387576774805,59.3387576774805,1.53418165395739e-05,3.62359193789733e-05,36.2359193789733,236.190540315115,0.183708235294118,8.79234857347906,1228.94503875323,13.2309853104164,2.36371590335326,18.3482765450735,0.00523135086166774,15.1494119130094,2.36371590335326,2.28047973158397,0.0476485780348813,0.433602060117419,1220.2688326183
"11303","Colm","",193.8436,-0.348011411,-78.199649,1132.1,3897.717741,3898.608398,10,0.001,0.001,1220,70,80,NA,"","",NA,NA,1.90777777777778,985.396486277778,0.08249643,7.09011111111111,6.85222222222222,626.8404,0.147315053571429,418.53,0.6177236338,0.6186914748,0.000258535872454314,0.000609656405357936,0.0593205864916107,59.3205864916107,1.53364995831102e-05,3.61651755241999e-05,36.1651755241999,235.811146658446,0.164832,7.91370514699053,1228.19404517367,11.9046281697079,1.61534330641923,12.5390558397338,0.00144516067553571,11.5626708478787,1.61534330641923,1.55850804901948,0.0324616591046068,0.259693272836854,1220.52852589114
"11395","Colm","",193.846666666667,-0.348094411,-78.19964679,1141.3,3897.642505,3898.608398,10,0.001,0.001,1230,100,98,NA,"","",NA,NA,1.68930283224401,983.811031677342,0.08249643,7.10013289760349,6.85242265795207,626.815145098039,0.0841800306122449,418.53,0.617698707211765,0.618666548211765,0.00025852543992934,0.000608650975060476,0.0593024221692777,59.3024221692777,1.53311847801879e-05,3.60944770767789e-05,36.0944770767789,235.43175295508,0.145955764705882,7.02950970496363,1227.44360737308,10.5708449974949,1.19016734844636,9.23863972537099,0.000825806100306123,9.6137318427876,1.19016734844636,1.14832684213026,0.0238430458751719,0.233661849576684,1220.76218774072
"11487","Colm","",193.849733333333,-0.348177411,-78.19964048,1150.5,3897.605846,3898.608398,10,0.001,0.001,1240,44,78,NA,"","",NA,NA,1.47082788671024,982.225577076906,0.08249643,7.11015468409586,6.85262309368192,626.789890196078,0.240374213286713,418.53,0.617673780623529,0.618641621623529,0.000258515007404366,0.000607645623802964,0.0592842647074447,59.2842647074447,1.53258721298075e-05,3.60238240098553e-05,36.0238240098553,235.052359205009,0.127079529411765,6.13971518284691,1226.69372495449,9.22957310668661,1.94368823390259,15.08782387192,0.00235807103234266,13.0618792187972,1.94368823390259,1.87541489522794,0.038817247256553,0.302774528601113,1221.06496226932
"11580","Colm","Station 5",193.852833333333,-0.348253411,-78.19960969,1159.8,3897.578148,3898.608398,10,0.001,0.001,1250,30,170,NA,"","",NA,NA,1.24997821350763,980.622889274292,0.08249643,7.12028540305011,6.852825708061,626.764360784314,0.161757705882353,418.53,0.617648583094118,0.618616424094118,0.000258504461482381,0.000606629425147704,0.0592659168515614,59.2659168515614,1.53205039199725e-05,3.59524490705143e-05,35.9524490705143,234.668841562354,0.107998117647059,5.23450973037423,1225.9362557052,7.86604624749778,1.11098260641047,8.62397044850758,0.00158684309470588,9.76006568510739,1.11098260641047,1.07199171216368,0.0221172742071966,0.375993661522342,1221.44095593084
"11635","Colm","",193.854666666667,-0.348293411,-78.1995808,1165.3,3897.553152,3898.608398,10,0.001,0.001,1260,54,102,NA,"","",NA,NA,1.11936819172113,979.675063154466,0.0815841982364729,7.12627668845316,6.85294553376906,626.749262745098,0.148119459398099,418.53,0.617633681329412,0.618601522329412,0.000258498224646799,0.000606028485455515,0.0592550692652574,59.2550692652574,1.53173302063921e-05,3.59102598823856e-05,35.9102598823856,234.442030030793,0.0967134117647059,4.69643772335371,1225.48855672383,7.05600099613005,1.41094266601138,10.9524017621973,0.00145305189669535,10.8549809045336,1.41094266601138,1.36144927802382,0.0280362292397766,0.285969538245721,1221.72692546908
"11825","Colm","",198.361562292359,-0.348421411,-78.19946801,1184.3,3897.364042,3898.608398,10,0.001,0.001,1280,43,80,NA,"","",NA,NA,1.50264950166113,973.568949616611,0.0784328521442886,7.14055462184874,6.85354817275747,626.749800332226,0.22800247716363,418.53,0.617634211927907,0.618602052927907,0.000258498446718187,0.000602251750899702,0.059229228070705,59.229228070705,1.53106634565945e-05,3.56709063100198e-05,35.6709063100198,232.98080067625,0.129828916943522,6.37658980190796,1224.42243622896,9.57553607014831,1.83151774239155,14.2171036658573,0.00223670430097521,12.656018732665,1.83151774239155,1.76734822768435,0.0359836391222242,0.287869112977794,1222.01479458206
"11941","Colm","",201.529460631229,-0.348518411,-78.19943424,1195.9,3897.223679,3898.608398,10,0.001,0.001,1290,51,93,NA,"","",NA,NA,1.81384551495017,969.579053349502,0.0765088724248497,7.14867787114846,6.85393355481728,626.755002990033,0.161309028937064,418.53,0.617639346951163,0.618607187951163,0.00025850059587947,0.000599788571688886,0.0592145322548904,59.2145322548904,1.53069918726133e-05,3.55161997243861e-05,35.5161997243861,232.025991912431,0.156716252491694,7.75469546560907,1223.81638222675,11.6417107391241,1.47596503142783,11.4571359989063,0.0015824415738726,11.1561810920162,1.47596503142783,1.42428800800076,0.0287837323944749,0.267688711268617,1222.28248329333
"12058","Colm","",204.724668438538,-0.348622411,-78.19942364,1207.6,3897.0049,3898.608398,10,0.001,0.001,1300,52,90,NA,"","",NA,NA,2.12772425249169,965.554761424917,0.0745683066733467,7.15687114845938,6.85432225913621,626.760250498339,0.159333988618262,418.53,0.617644526241861,0.618612367241861,0.000258502763568006,0.000597304116666718,0.0591997143070703,59.1997143070703,1.53032897508141e-05,3.53602330611066e-05,35.3602330611066,231.062952063792,0.183835375415282,9.16567258386496,1223.20547196346,13.7560198319521,1.47525894752389,11.4516550429609,0.00156306642834515,11.1437160555674,1.47525894752389,1.42364218720198,0.0285539106428511,0.256985195785659,1222.53946848912
"12157","Colm","",207.428305813954,-0.348702411,-78.19938449,1217.5,3896.748765,3898.608398,10,0.001,0.001,1310,25,125,NA,"","",NA,NA,2.39331395348837,962.149591334884,0.07422,7.16380392156863,6.8546511627907,626.764690697674,0.237504,418.53,0.617648908718605,0.618616749718605,0.000258504597765998,0.000595201852934669,0.0591871796161617,59.1871796161617,1.53001580595797e-05,3.52283189775166e-05,35.2283189775166,230.248072211642,0.206782325581395,10.37638778776,1222.68883666879,15.5693352754967,1.41712017758429,11.0003545176614,0.00232991424,11.2562323174503,1.41712017758429,1.36756647850846,0.0272530848496927,0.340663560621159,1222.88013204974
